"09010      ";"SANTA MARGHERITA DI PULA      ";"CA";"1"
"16038      ";"SANTA MARGHERITA LIGURE       ";"GE";"1"
"73050      ";"SANTA MARIA AL BAGNO          ";"LE";"1"
"24067      ";"SARNICO                       ";"BG";"1"
"87029      ";"SCALEA                        ";"CS";"1"
"75020      ";"SCANZANO JONICO               ";"MT";"1"
"21100      ";"SCHIRANNA                     ";"VA";"1"
"92019      ";"SCIACCA                       ";"AG";"1"
"89058      ";"SCILLA                        ";"RC";"1"
"91014      ";"SCOPELLO                      ";"TP";"1"
"88050      ";"SELLIA MARINA                 ";"CZ";"1"
"60019      ";"SENIGALLIA                    ";"AN";"1"
"16039      ";"SESTRI LEVANTE                ";"GE";"1"
"90147      ";"SFERRA CAVALLO                ";"PA";"1"
"89048      ";"SIDERNO MARINA                ";"RC";"1"
"64028      ";"SILVI MARINA                  ";"TE";"1"
"60020      ";"SIROLO                        ";"AN";"1"
"25050      ";"SIVIANO                       ";"BS";"1"
"09049      ";"SOLANAS                       ";"CA";"1"
"08028      ";"SOS ALINOS                    ";"NU";"1"
"88068      ";"SOVERATO                      ";"CZ";"1"
"17028      ";"SPOTORNO                      ";"SV";"1"
"28838      ";"STRESA                        ";"VB";"1"
"08020      ";"SUAREDDA                      ";"NU";"1"
"48015      ";"TAGLIATA                      ";"RA";"1"
"07020      ";"TANCA MANNA                   ";"OT";"1"
"04019      ";"TERRACINA                     ";"LT";"1"
"90049      ";"TERRASINI                     ";"PA";"1"
"73100      ";"TORRE CHIANCA                 ";"LE";"1"
"09031      ";"TORRE DEI CORSARI             ";"VS";"1"
"09073      ";"TORRE DEL POZZO               ";"OR";"1"
"73026      ";"TORRE DELL'ORSO               ";"LE";"1"
"09072      ";"TORRE GRANDE                  ";"OR";"1"
"73010      ";"TORRE LAPILLO                 ";"LE";"1"
"88814      ";"TORRE MELISSA                 ";"KR";"1"
"73050      ";"TORRE PALI                    ";"LE";"1"
"73059      ";"TORRE SAN GIOVANNI            ";"LE";"1"
